Id,Shape,Weight,Clarity,Colour,Cut,Polish,Symmetry,Fluorescence,Messurements,Price,Data Url
1769356,ROUND,0.3,VS1,J,VG,EX,GD,N,4.33-4.38×2.63,906.85,https://capitalwholesalediamonds.com/product/0-3-ct-round-5613/
1506807,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.81-3.83×2.36,906.87,https://capitalwholesalediamonds.com/product/0-21-ct-round-70/
1556448,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.84-3.86×2.35,906.87,https://capitalwholesalediamonds.com/product/0-21-ct-round-75/
1506809,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.82-3.84×2.35,906.87,https://capitalwholesalediamonds.com/product/0-21-ct-round-77/
1556441,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.78-3.80×2.38,906.87,https://capitalwholesalediamonds.com/product/0-21-ct-round-78/
1556447,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.84-3.87×2.34,906.87,https://capitalwholesalediamonds.com/product/0-21-ct-round-80/
1528030,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.79-3.77×2.39,906.87,https://capitalwholesalediamonds.com/product/0-21-ct-round-81/
1506808,ROUND,0.21,VVS2,E,EX,EX,EX,N,3.81-3.82×2.38,906.87,https://capitalwholesalediamonds.com/product/0-21-ct-round-83/
1791575,ROUND,0.35,VVS2,M,EX,EX,EX,F,4.51-4.54×2.82,907.02,https://capitalwholesalediamonds.com/product/0-35-ct-round-1634/
1768783,ROUND,0.3,SI2,F,VG,EX,VG,N,4.16-4.19×2.68,907.38,https://capitalwholesalediamonds.com/product/0-3-ct-round-4376/
1768781,ROUND,0.3,SI2,F,VG,VG,VG,N,4.16-4.19×2.71,907.88,https://capitalwholesalediamonds.com/product/0-3-ct-round-4403/
1787737,ROUND,0.3,SI2,E,VG,EX,GD,N,4.20-4.27×2.65,907.92,https://capitalwholesalediamonds.com/product/0-3-ct-round-3748/
1793023,ROUND,0.3,SI2,E,VG,EX,EX,N,4.26-4.28×2.66,907.92,https://capitalwholesalediamonds.com/product/0-3-ct-round-3756/
1792628,ROUND,0.3,SI2,E,VG,EX,GD,N,4.21-4.23×2.69,907.92,https://capitalwholesalediamonds.com/product/0-3-ct-round-3776/
1802325,ROUND,0.22,VS1,F,EX,EX,EX,N,3.89-3.91×2.38,908.34,https://capitalwholesalediamonds.com/product/0-22-ct-round-63/
1787568,ROUND,0.3,VS1,K,EX,EX,EX,N,4.27-4.30×2.69,908.38,https://capitalwholesalediamonds.com/product/0-3-ct-round-5750/
1787569,ROUND,0.3,VS1,K,EX,EX,EX,N,4.29-4.32×2.66,908.38,https://capitalwholesalediamonds.com/product/0-3-ct-round-5756/
1768784,ROUND,0.3,SI2,G,VG,EX,EX,N,4.20-4.23×2.69,908.44,https://capitalwholesalediamonds.com/product/0-3-ct-round-4919/
1784603,ROUND,0.5,SI2,M,VG,VG,VG,F,4.97-5.03×3.20,908.46,https://capitalwholesalediamonds.com/product/0-5-ct-round-10646/
1694076,ROUND,0.24,VVS2,G,EX,VG,EX,N,3.97-3.99×2.49,908.65,https://capitalwholesalediamonds.com/product/0-24-ct-round-724/
1786350,ROUND,0.3,VVS2,K,EX,EX,VG,N,4.26-4.30×2.68,909.41,https://capitalwholesalediamonds.com/product/0-3-ct-round-5729/
1793026,ROUND,0.3,SI2,F,GD,GD,VG,N,4.22-4.27×2.63,909.44,https://capitalwholesalediamonds.com/product/0-3-ct-round-4404/
1592373,ROUND,0.23,VS1,E,EX,EX,EX,N,3.90-3.93×2.46,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1140/
1528009,ROUND,0.23,VS1,E,EX,EX,EX,F,3.98-3.95×2.41,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1154/
1586135,ROUND,0.23,VS1,E,EX,EX,EX,F,3.89-3.91×2.45,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1162/
1556410,ROUND,0.23,VS1,E,EX,EX,EX,N,3.95-3.96×2.40,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1168/
1586153,ROUND,0.23,VS1,E,EX,EX,EX,F,3.94-3.96×2.37,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1176/
1618635,ROUND,0.23,VS1,E,EX,EX,EX,N,3.95-3.97×2.40,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1180/
1665011,ROUND,0.23,VS1,E,EX,EX,EX,F,4.00-4.01×2.38,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1205/
1670444,ROUND,0.23,VS1,E,EX,EX,VG,N,3.91-3.95×2.43,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1210/
1763783,ROUND,0.23,VS1,E,EX,VG,EX,N,3.94-3.97×2.42,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1220/
1592372,ROUND,0.23,VS1,E,EX,EX,EX,N,3.91-3.93×2.44,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1226/
1763782,ROUND,0.23,VS1,E,EX,VG,EX,N,3.97-3.98×2.40,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1235/
1592371,ROUND,0.23,VS1,E,EX,EX,EX,F,3.94-3.96×2.38,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1243/
1618638,ROUND,0.23,VS1,E,EX,EX,EX,N,3.96-3.98×2.41,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1261/
1556392,ROUND,0.23,VS2,E,EX,EX,VG,N,3.89-3.92×2.38,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1293/
1674042,ROUND,0.23,VS1,F,EX,EX,EX,N,3.98-3.99×2.38,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1487/
1618653,ROUND,0.23,VS1,F,EX,EX,EX,N,3.88-3.92×2.45,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1512/
1655421,ROUND,0.23,VS1,F,EX,EX,EX,N,3.90-3.93×2.42,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1516/
1655419,ROUND,0.23,VS1,F,EX,EX,EX,N,3.91-3.92×2.45,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1567/
1684797,ROUND,0.23,VS2,F,EX,EX,EX,F,3.94-3.96×2.47,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1580/
1598798,ROUND,0.23,VS2,F,EX,EX,EX,N,3.99-4.00×2.40,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1582/
1674055,ROUND,0.23,VS2,F,EX,EX,EX,N,3.94-3.96×2.40,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1603/
1655389,ROUND,0.23,VS1,D,EX,EX,EX,N,3.99-4.00×2.41,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1828/
1701431,ROUND,0.23,VS1,D,EX,EX,EX,N,3.93-3.95×2.46,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1833/
1614248,ROUND,0.23,VS1,D,EX,EX,EX,N,3.99-4.01×2.37,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1834/
1627024,ROUND,0.23,VS1,D,EX,EX,EX,N,3.95-3.98×2.43,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1840/
1701429,ROUND,0.23,VS1,D,EX,EX,EX,N,3.90-3.92×2.43,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1850/
1665000,ROUND,0.23,VS1,D,EX,EX,EX,N,3.95-3.98×2.39,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-1853/
1645377,ROUND,0.23,VS1,D,EX,EX,EX,N,3.93-3.95×2.39,909.74,https://capitalwholesalediamonds.com/product/0-23-ct-round-2662/
1802319,ROUND,0.23,VS1,D,EX,EX,EX,N,3.90-3.93×2.48,910.12,https://capitalwholesalediamonds.com/product/0-23-ct-round-1830/
1763687,ROUND,0.3,SI2,G,VG,EX,VG,N,4.20-4.22×2.69,910.47,https://capitalwholesalediamonds.com/product/0-3-ct-round-4899/
1770997,ROUND,0.35,VS2,J,VG,EX,GD,N,4.45-4.50×2.78,910.57,https://capitalwholesalediamonds.com/product/0-35-ct-round-1608/
1770849,ROUND,0.4,SI1,K,VG,EX,VG,N,4.64-4.67×3.00,910.57,https://capitalwholesalediamonds.com/product/0-4-ct-round-2222/
1799389,ROUND,0.32,VVS1,L,EX,EX,EX,N,4.37-4.38×2.71,910.71,https://capitalwholesalediamonds.com/product/0-32-ct-round-860/
1576828,ROUND,0.22,VS2,E,EX,EX,EX,N,3.93-3.95×2.37,910.94,https://capitalwholesalediamonds.com/product/0-22-ct-round-60/
1483769,ROUND,0.22,VS2,E,EX,EX,EX,N,3.85-3.84X2.42,910.94,https://capitalwholesalediamonds.com/product/0-22-ct-round-61/
1576835,ROUND,0.22,VS1,F,EX,EX,EX,N,3.93-3.94×2.39,910.94,https://capitalwholesalediamonds.com/product/0-22-ct-round-64/
1576844,ROUND,0.22,VS1,D,EX,EX,EX,N,3.92-3.94×2.36,910.94,https://capitalwholesalediamonds.com/product/0-22-ct-round-71/
1721721,ROUND,0.22,VS1,D,EX,EX,EX,N,3.88-3.89×2.38,910.94,https://capitalwholesalediamonds.com/product/0-22-ct-round-73/
1701371,ROUND,0.23,IF,G,EX,EX,EX,N,4.00-4.01×2.44,910.94,https://capitalwholesalediamonds.com/product/0-23-ct-round-1615/
1592389,ROUND,0.23,VVS2,G,EX,EX,EX,N,4.00-4.02×2.40,910.94,https://capitalwholesalediamonds.com/product/0-23-ct-round-1629/
1766601,ROUND,0.3,VVS2,K,EX,EX,EX,N,4.32-4.33×2.61,910.94,https://capitalwholesalediamonds.com/product/0-3-ct-round-5722/
1778439,ROUND,0.3,SI2,H,VG,EX,EX,N,4.23-4.27×2.70,910.96,https://capitalwholesalediamonds.com/product/0-3-ct-round-5294/
1783514,ROUND,0.3,VVS2,H,VG,VG,GD,N,4.29-4.34×2.61,910.98,https://capitalwholesalediamonds.com/product/0-3-ct-round-4979/
1775075,ROUND,0.3,VS1,J,GD,VG,VG,N,4.17-4.20×2.69,910.99,https://capitalwholesalediamonds.com/product/0-3-ct-round-5638/
1777199,ROUND,0.31,VS1,K,EX,EX,EX,F,4.33-4.35×2.70,911.2,https://capitalwholesalediamonds.com/product/0-31-ct-round-1198/
1786407,ROUND,0.35,SI2,I,VG,EX,VG,N,4.39-4.44×2.83,911.21,https://capitalwholesalediamonds.com/product/0-35-ct-round-1582/
1598759,ROUND,0.23,VVS2,F,VG,VG,VG,N,3.97-3.99×2.39,911.38,https://capitalwholesalediamonds.com/product/0-23-ct-round-1355/
1679373,ROUND,0.23,VVS2,F,VG,VG,VG,N,3.84-3.89×2.46,911.38,https://capitalwholesalediamonds.com/product/0-23-ct-round-1400/
1611139,ROUND,0.23,VVS2,D,EX,EX,VG,N,3.95-3.98×2.38,911.38,https://capitalwholesalediamonds.com/product/0-23-ct-round-1735/
1721711,ROUND,0.23,VVS2,D,EX,EX,VG,N,3.90-3.93×2.42,911.38,https://capitalwholesalediamonds.com/product/0-23-ct-round-1752/
1679361,ROUND,0.23,VVS2,D,EX,VG,EX,N,3.93-3.94×2.47,911.38,https://capitalwholesalediamonds.com/product/0-23-ct-round-1778/
1655307,ROUND,0.21,VVS1,F,EX,EX,EX,N,3.85-3.86×2.36,911.48,https://capitalwholesalediamonds.com/product/0-21-ct-round-101/
1789802,ROUND,0.3,SI2,D,EX,EX,VG,M,4.25-4.29×2.65,911.94,https://capitalwholesalediamonds.com/product/0-3-ct-round-6370/
1798150,ROUND,0.3,VVS1,K,VG,EX,VG,F,4.18-4.24×2.64,912.97,https://capitalwholesalediamonds.com/product/0-3-ct-round-5713/
1741863,ROUND,0.29,SI1,F,VG,EX,VG,N,4.35-4.38×2.58,913.87,https://capitalwholesalediamonds.com/product/0-29-ct-round-80/
1769323,ROUND,0.31,VS1,E,F,GD,GD,N,4.42-4.47×2.50,914.37,https://capitalwholesalediamonds.com/product/0-31-ct-round-757/
1757176,ROUND,0.3,SI1,G,GD,GD,GD,F,4.27-4.33×2.65,914.54,https://capitalwholesalediamonds.com/product/0-3-ct-round-4847/
1784932,ROUND,0.29,SI1,D,VG,VG,GD,N,4.27-4.31×2.61,914.85,https://capitalwholesalediamonds.com/product/0-29-ct-round-108/
1792983,ROUND,0.3,VS2,J,EX,EX,VG,F,4.24-4.29×2.65,915,https://capitalwholesalediamonds.com/product/0-3-ct-round-5652/
1790856,ROUND,0.3,VS2,J,EX,EX,VG,F,4.33-4.37×2.62,915,https://capitalwholesalediamonds.com/product/0-3-ct-round-5669/
1790854,ROUND,0.3,VS2,J,VG,EX,VG,F,4.26-4.29×2.58,915,https://capitalwholesalediamonds.com/product/0-3-ct-round-5674/
1792561,ROUND,0.3,VS2,J,VG,EX,EX,F,4.39-4.41×2.57,915,https://capitalwholesalediamonds.com/product/0-3-ct-round-5680/
1732551,ROUND,0.22,VVS2,E,EX,EX,EX,N,3.90-3.92×2.43,915.02,https://capitalwholesalediamonds.com/product/0-22-ct-round-55/
1586138,ROUND,0.23,VS1,E,EX,EX,EX,F,3.89-3.91×2.44,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1133/
1618632,ROUND,0.23,VS1,E,EX,EX,EX,N,3.96-3.98×2.37,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1141/
1764929,ROUND,0.23,VS1,E,EX,EX,VG,N,3.91-3.93×2.43,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1163/
1618631,ROUND,0.23,VS1,E,EX,EX,EX,N,3.95-3.97×2.41,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1171/
1539363,ROUND,0.23,VS1,E,EX,EX,EX,N,3.90-3.93×2.44,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1181/
1586151,ROUND,0.23,VS1,E,EX,EX,EX,F,3.91-3.92×2.45,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1189/
1586171,ROUND,0.23,VS1,E,EX,EX,EX,F,3.92-3.94×2.45,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1209/
1618634,ROUND,0.23,VS1,E,EX,EX,EX,N,3.93-3.96×2.39,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1225/
1598790,ROUND,0.23,VS2,E,EX,VG,VG,N,3.95-3.98×2.38,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1278/
1598789,ROUND,0.23,VS2,E,EX,VG,VG,N,3.93-3.94×2.44,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1280/
1586023,ROUND,0.23,VS2,E,EX,EX,VG,N,3.91-3.92×2.46,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1283/
1674039,ROUND,0.23,VS1,F,EX,EX,EX,N,3.97-3.99×2.39,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1520/
1674040,ROUND,0.23,VS1,F,EX,EX,EX,N,3.95-3.97×2.41,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1526/
1701483,ROUND,0.23,VS2,F,EX,EX,EX,N,3.98-4.00×2.40,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1586/
1701482,ROUND,0.23,VS2,F,EX,EX,EX,N,3.96-3.99×2.43,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1588/
1701481,ROUND,0.23,VS2,F,EX,EX,EX,N,3.98-4.00×2.39,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1589/
1763854,ROUND,0.23,VS2,F,EX,EX,EX,N,3.99-4.02×2.43,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1590/
1674052,ROUND,0.23,VS2,F,EX,EX,EX,N,3.94-3.95×2.43,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1591/
1763855,ROUND,0.23,VS2,F,EX,EX,EX,N,3.96-3.99×2.45,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1593/
1763856,ROUND,0.23,VS2,F,EX,EX,EX,N,3.95-3.98×2.39,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1594/
1674053,ROUND,0.23,VS2,F,EX,EX,EX,N,3.96-3.98×2.41,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1598/
1763857,ROUND,0.23,VS2,F,EX,EX,EX,N,3.91-3.92×2.42,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1599/
1665027,ROUND,0.23,VS2,F,EX,EX,EX,N,3.91-3.94×2.43,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1600/
1763766,ROUND,0.23,VS1,D,EX,EX,EX,N,3.90-3.93×2.45,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1829/
1763762,ROUND,0.23,VS1,D,EX,EX,EX,N,3.93-3.95×2.40,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1831/
1732561,ROUND,0.23,VS1,D,EX,EX,EX,N,3.94-3.96×2.46,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1836/
1611177,ROUND,0.23,VS1,D,EX,EX,EX,N,3.91-3.95×2.43,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1842/
1763764,ROUND,0.23,VS1,D,EX,EX,EX,N,3.88-3.91×2.43,915.2,https://capitalwholesalediamonds.com/product/0-23-ct-round-1851/
1762695,ROUND,0.3,SI2,D,EX,EX,VG,M,4.31-4.35×2.63,915.51,https://capitalwholesalediamonds.com/product/0-3-ct-round-6406/
1789821,ROUND,0.3,SI2,H,EX,VG,VG,F,4.31-4.33×2.65,915.52,https://capitalwholesalediamonds.com/product/0-3-ct-round-5280/
1784928,ROUND,0.3,SI2,H,VG,EX,VG,N,4.24-4.28×2.69,915.52,https://capitalwholesalediamonds.com/product/0-3-ct-round-5292/
1665512,ROUND,0.5,SI1,M,GD,VG,GD,ST,4.89-4.97×3.11,915.61,https://capitalwholesalediamonds.com/product/0-5-ct-round-4455/
1791574,ROUND,0.37,VVS2,M,EX,EX,EX,M,4.57-4.60×2.88,915.79,https://capitalwholesalediamonds.com/product/0-37-ct-round-367/
1506829,ROUND,0.23,IF,G,EX,EX,EX,N,3.89-3.92×2.46,915.98,https://capitalwholesalediamonds.com/product/0-23-ct-round-1616/
1799519,ROUND,0.3,VS2,K,EX,VG,EX,N,4.33-4.35×2.62,916,https://capitalwholesalediamonds.com/product/0-3-ct-round-5777/
1795528,ROUND,0.3,VS2,K,EX,EX,EX,N,4.30-4.32×2.68,916,https://capitalwholesalediamonds.com/product/0-3-ct-round-5782/
1741856,ROUND,0.3,SI1,H,EX,EX,VG,M,4.32-4.35×2.64,916.05,https://capitalwholesalediamonds.com/product/0-3-ct-round-5204/
1773309,ROUND,0.3,VS1,I,VG,EX,GD,F,4.24-4.29×2.72,916.49,https://capitalwholesalediamonds.com/product/0-3-ct-round-5438/
1793022,ROUND,0.3,SI2,E,VG,EX,GD,N,4.29-4.36×2.58,917.04,https://capitalwholesalediamonds.com/product/0-3-ct-round-3743/
1670438,ROUND,0.23,VVS2,D,EX,EX,VG,N,3.95-3.98×2.40,917.16,https://capitalwholesalediamonds.com/product/0-23-ct-round-2543/
1664968,ROUND,0.23,VVS2,D,EX,EX,VG,N,3.93-3.96×2.40,917.16,https://capitalwholesalediamonds.com/product/0-23-ct-round-2581/
1735226,ROUND,0.23,VVS2,D,EX,VG,EX,N,3.91-3.94×2.42,917.16,https://capitalwholesalediamonds.com/product/0-23-ct-round-2589/
1670439,ROUND,0.23,VVS2,D,EX,EX,VG,N,3.92-3.96×2.44,917.16,https://capitalwholesalediamonds.com/product/0-23-ct-round-2590/
1541262,ROUND,0.23,VVS2,D,EX,EX,VG,N,3.89-3.92×2.44,917.16,https://capitalwholesalediamonds.com/product/0-23-ct-round-2607/
1773430,ROUND,0.3,SI2,F,VG,VG,VG,N,4.16-4.19×2.69,917.53,https://capitalwholesalediamonds.com/product/0-3-ct-round-4393/
1768782,ROUND,0.3,SI2,F,VG,EX,VG,N,4.17-4.21×2.70,917.53,https://capitalwholesalediamonds.com/product/0-3-ct-round-4407/
1795531,ROUND,0.3,SI1,D,GD,EX,VG,N,4.11-4.17×2.75,918.01,https://capitalwholesalediamonds.com/product/0-3-ct-round-6262/
1763662,ROUND,0.3,SI1,E,VG,EX,GD,N,4.22-4.25×2.68,918.04,https://capitalwholesalediamonds.com/product/0-3-ct-round-3647/
1771038,ROUND,0.3,SI2,D,GD,GD,FR,N,4.26-4.34×2.61,918.09,https://capitalwholesalediamonds.com/product/0-3-ct-round-6411/
1742966,ROUND,0.33,SI2,G,EX,EX,EX,N,4.40-4.42×2.76,918.63,https://capitalwholesalediamonds.com/product/0-33-ct-round-556/
1746015,ROUND,0.29,SI1,D,EX,EX,EX,N,4.30-4.32×2.64,918.77,https://capitalwholesalediamonds.com/product/0-29-ct-round-107/
1739023,ROUND,0.3,VS2,I,VG,VG,GD,N,4.36-4.39×2.55,919.06,https://capitalwholesalediamonds.com/product/0-3-ct-round-5479/
1798172,ROUND,0.3,VVS2,K,EX,EX,VG,N,4.28-4.31×2.65,919.06,https://capitalwholesalediamonds.com/product/0-3-ct-round-5724/
1645445,ROUND,0.22,VS2,E,EX,EX,EX,N,3.86-3.89×2.41,919.11,https://capitalwholesalediamonds.com/product/0-22-ct-round-93/
1586521,ROUND,0.24,VVS1,G,EX,EX,EX,N,3.99-4.01×2.47,919.61,https://capitalwholesalediamonds.com/product/0-24-ct-round-715/
1763743,ROUND,0.24,VVS2,G,EX,EX,EX,N,3.95-3.98×2.47,919.61,https://capitalwholesalediamonds.com/product/0-24-ct-round-719/
1763744,ROUND,0.24,VVS2,G,EX,EX,EX,N,3.99-4.02×2.46,919.61,https://capitalwholesalediamonds.com/product/0-24-ct-round-722/
1764889,ROUND,0.3,SI2,F,VG,EX,EX,N,4.22-4.25×2.63,919.61,https://capitalwholesalediamonds.com/product/0-3-ct-round-4409/
1675235,ROUND,0.22,VVS2,E,EX,EX,EX,N,3.91-3.92×2.36,919.85,https://capitalwholesalediamonds.com/product/0-22-ct-round-46/
1556438,ROUND,0.22,VVS2,E,EX,EX,EX,N,3.89-3.91×2.36,919.85,https://capitalwholesalediamonds.com/product/0-22-ct-round-48/
1799566,ROUND,0.3,SI1,J,VG,EX,VG,N,4.13-4.20×2.70,920.09,https://capitalwholesalediamonds.com/product/0-3-ct-round-5692/
1800574,ROUND,0.3,SI1,J,VG,VG,VG,N,4.23-4.26×2.64,920.09,https://capitalwholesalediamonds.com/product/0-3-ct-round-5701/
1739943,ROUND,0.23,VS1,E,EX,EX,EX,F,3.93-3.95×2.45,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1142/
1556394,ROUND,0.23,VS2,E,EX,EX,EX,N,3.90-3.93×2.42,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1268/
1655417,ROUND,0.23,VS1,F,EX,EX,EX,N,3.96-3.98×2.39,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1493/
1655416,ROUND,0.23,VS1,F,EX,EX,EX,N,3.94-3.96×2.40,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1525/
1655418,ROUND,0.23,VS1,F,EX,EX,EX,N,3.94-3.96×2.45,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1539/
1674038,ROUND,0.23,VS1,F,EX,EX,EX,N,3.98-4.00×2.42,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1554/
1655415,ROUND,0.23,VS1,F,EX,EX,EX,N,3.94-3.97×2.43,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1571/
1674054,ROUND,0.23,VS2,F,EX,EX,EX,N,3.98-4.00×2.38,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1581/
1721739,ROUND,0.23,VS2,F,EX,EX,EX,N,3.93-3.95×2.38,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1583/
1684799,ROUND,0.23,VS2,F,EX,EX,EX,N,4.02-4.03×2.40,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1584/
1694084,ROUND,0.23,VS2,F,EX,EX,EX,N,4.03-4.04×2.39,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1585/
1763765,ROUND,0.23,VS1,D,EX,EX,EX,N,3.91-3.94×2.43,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1823/
1763771,ROUND,0.23,VS1,D,EX,EX,EX,N,3.96-3.99×2.38,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1825/
1763768,ROUND,0.23,VS1,D,EX,EX,EX,N,3.94-3.96×2.43,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1827/
1763767,ROUND,0.23,VS1,D,EX,EX,EX,N,3.90-3.92×2.43,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1838/
1618618,ROUND,0.23,VS1,D,EX,EX,EX,N,3.97-4.00×2.41,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1841/
1763769,ROUND,0.23,VS1,D,EX,EX,EX,N,3.93-3.95×2.42,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1843/
1763770,ROUND,0.23,VS1,D,EX,EX,EX,N,3.93-3.96×2.43,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1844/
1611176,ROUND,0.23,VS1,D,EX,EX,EX,N,3.98-4.00×2.38,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1845/
1763763,ROUND,0.23,VS1,D,EX,EX,EX,N,3.95-3.97×2.39,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1847/
1611175,ROUND,0.23,VS1,D,EX,EX,EX,N,3.98-4.01×2.39,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-1852/
1645444,ROUND,0.23,VS2,E,EX,EX,EX,F,4.01-4.04×2.41,920.22,https://capitalwholesalediamonds.com/product/0-23-ct-round-2100/
1766778,ROUND,0.3,SI1,I,EX,VG,VG,N,4.26-4.30×2.67,920.61,https://capitalwholesalediamonds.com/product/0-3-ct-round-5534/
1780195,ROUND,0.4,SI1,K,VG,EX,VG,N,4.56-4.61×2.97,920.8,https://capitalwholesalediamonds.com/product/0-4-ct-round-2224/
1611173,ROUND,0.25,VVS2,H,EX,EX,EX,F,4.10-4.13×2.44,921.05,https://capitalwholesalediamonds.com/product/0-25-ct-round-489/
1799459,ROUND,0.3,VS1,J,GD,VG,FR,N,4.16-4.23×2.63,921.08,https://capitalwholesalediamonds.com/product/0-3-ct-round-5606/
1506827,ROUND,0.23,IF,G,EX,EX,EX,N,3.95-3.98×2.41,921.39,https://capitalwholesalediamonds.com/product/0-23-ct-round-2425/
1763694,ROUND,0.23,IF,G,EX,EX,EX,N,3.94-3.97×2.44,921.39,https://capitalwholesalediamonds.com/product/0-23-ct-round-2426/
1763758,ROUND,0.23,VVS2,G,EX,EX,EX,N,4.01-4.03×2.36,921.39,https://capitalwholesalediamonds.com/product/0-23-ct-round-2444/
1791644,ROUND,0.3,VS2,I,EX,VG,VG,ST,4.23-4.27×2.67,921.57,https://capitalwholesalediamonds.com/product/0-3-ct-round-5471/
1787735,ROUND,0.3,SI2,D,VG,VG,GD,N,4.27-4.31×2.62,921.57,https://capitalwholesalediamonds.com/product/0-3-ct-round-6391/
1777197,ROUND,0.3,VS1,J,VG,EX,GD,N,4.27-4.31×2.58,922.11,https://capitalwholesalediamonds.com/product/0-3-ct-round-5628/
1778316,ROUND,0.3,VS1,J,VG,EX,GD,N,4.16-4.20×2.69,922.11,https://capitalwholesalediamonds.com/product/0-3-ct-round-5643/
1675192,ROUND,0.2,IF,E,EX,EX,EX,N,3.79-3.81×2.33,922.4,https://capitalwholesalediamonds.com/product/0-2-ct-round-87/
